	source	target	weight	edge_sample	edcolor
2098	Capnocytophaga sp. oral taxon 338	Capnocytophaga sp. oral taxon 324	5.0	Intertype	#cccccc
2099	Capnocytophaga sp. oral taxon 324	Capnocytophaga sp. oral taxon 338	5.0	Intertype	#cccccc
2100	Capnocytophaga sp. oral taxon 380	Actinobaculum sp. oral taxon 183	5.0	Supragingival_plaque	#ff964f
2101	Actinobaculum sp. oral taxon 183	Capnocytophaga sp. oral taxon 380	5.0	Supragingival_plaque	#ff964f
2102	Capnocytophaga sp. oral taxon 380	Actinomyces dentalis	4.0	Intertype	#cccccc
2103	Actinomyces dentalis	Capnocytophaga sp. oral taxon 380	4.0	Intertype	#cccccc
2104	Capnocytophaga sp. oral taxon 380	Actinomyces gerencseriae	4.0	Intertype	#cccccc
2105	Actinomyces gerencseriae	Capnocytophaga sp. oral taxon 380	4.0	Intertype	#cccccc
2106	Capnocytophaga sp. oral taxon 380	Actinomyces johnsonii	9.0	Intertype	#cccccc
2107	Actinomyces johnsonii	Capnocytophaga sp. oral taxon 380	9.0	Intertype	#cccccc
2108	Capnocytophaga sp. oral taxon 380	Actinomyces massiliensis	6.0	Supragingival_plaque	#ff964f
2109	Actinomyces massiliensis	Capnocytophaga sp. oral taxon 380	6.0	Supragingival_plaque	#ff964f
2110	Capnocytophaga sp. oral taxon 380	Actinomyces sp. oral taxon 178	3.0	Supragingival_plaque	#ff964f
2111	Actinomyces sp. oral taxon 178	Capnocytophaga sp. oral taxon 380	3.0	Supragingival_plaque	#ff964f
2112	Capnocytophaga sp. oral taxon 380	Actinomyces sp. oral taxon 414	5.0	Intertype	#cccccc
2113	Actinomyces sp. oral taxon 414	Capnocytophaga sp. oral taxon 380	5.0	Intertype	#cccccc
2114	Capnocytophaga sp. oral taxon 380	Actinomyces sp. oral taxon 848	4.0	Supragingival_plaque	#ff964f
2115	Actinomyces sp. oral taxon 848	Capnocytophaga sp. oral taxon 380	4.0	Supragingival_plaque	#ff964f
2116	Capnocytophaga sp. oral taxon 380	Actinomyces timonensis	3.0	Intertype	#cccccc
2117	Actinomyces timonensis	Capnocytophaga sp. oral taxon 380	3.0	Intertype	#cccccc
2118	Capnocytophaga sp. oral taxon 380	Aggregatibacter actinomycetemcomitans	9.0	Intertype	#cccccc
2119	Aggregatibacter actinomycetemcomitans	Capnocytophaga sp. oral taxon 380	9.0	Intertype	#cccccc
2120	Capnocytophaga sp. oral taxon 380	Aggregatibacter segnis	5.0	Intertype	#cccccc
2121	Aggregatibacter segnis	Capnocytophaga sp. oral taxon 380	5.0	Intertype	#cccccc
2122	Capnocytophaga sp. oral taxon 380	Bacteroidetes oral taxon 274	4.0	Intertype	#cccccc
2123	Bacteroidetes oral taxon 274	Capnocytophaga sp. oral taxon 380	4.0	Intertype	#cccccc
2124	Capnocytophaga sp. oral taxon 380	Capnocytophaga granulosa	4.0	Supragingival_plaque	#ff964f
2125	Capnocytophaga granulosa	Capnocytophaga sp. oral taxon 380	4.0	Supragingival_plaque	#ff964f
2126	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. CM59	5.0	Supragingival_plaque	#ff964f
2127	Capnocytophaga sp. CM59	Capnocytophaga sp. oral taxon 380	5.0	Supragingival_plaque	#ff964f
2128	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 323	10.0	Supragingival_plaque	#ff964f
2129	Capnocytophaga sp. oral taxon 323	Capnocytophaga sp. oral taxon 380	10.0	Supragingival_plaque	#ff964f
2130	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 332	3.0	Supragingival_plaque	#ff964f
2131	Capnocytophaga sp. oral taxon 332	Capnocytophaga sp. oral taxon 380	3.0	Supragingival_plaque	#ff964f
2132	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 336	7.0	Supragingival_plaque	#ff964f
2133	Capnocytophaga sp. oral taxon 336	Capnocytophaga sp. oral taxon 380	7.0	Supragingival_plaque	#ff964f
2134	Capnocytophaga sp. oral taxon 380	Capnocytophaga sp. oral taxon 338	4.0	Intertype	#cccccc
2135	Capnocytophaga sp. oral taxon 338	Capnocytophaga sp. oral taxon 380	4.0	Intertype	#cccccc
2136	Capnocytophaga sp. oral taxon 412	Actinomyces dentalis	3.0	Subgingival_plaque	#e4cf74
2137	Actinomyces dentalis	Capnocytophaga sp. oral taxon 412	3.0	Subgingival_plaque	#e4cf74
